Tile,MagType,Error,MagErr_Box,MagErr_Fit
S82p10m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8321780111,24.6547686095
S82p10m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.899179489
S82p10m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.6202243706,-0.609437912434
S82p10m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p10m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.1060669332
S82p10m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.1829047513
S82p15p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.6864032995,24.5177220175
S82p15p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.7769387968
S82p15p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.6978689364,24.546920998
S82p15p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.8012544591
S82p15p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.5801168445,-0.609437912434
S82p15p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p15p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,24.9835865726,25.0401668582
S82p15p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.0998791555
S82p16p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7025090435,24.4623512658
S82p16p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.7170558296
S82p16p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.6737773399,24.4950262108
S82p16p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.7445139849
S82p16p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.4921005317,-0.609437912434
S82p16p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p16p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,24.9441645293
S82p16p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.0072314979
S82p31m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8540566114,24.7064586847
S82p31m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.9620958278
S82p31m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8726019153,24.7359866602
S82p31m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.9858725352
S82p31m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.7874253123,-0.609437912434
S82p31m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p31m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.1030987513,25.1908820215
S82p31m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.2387964689
S82m33m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9074253696,24.6848974659
S82m33m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8748665289
S82m33m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9221672974,24.7343552971
S82m33m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.9292473726
S82m33m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.784722065,-0.609437912434
S82m33m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m33m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.1683355773
S82m33m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.2739096967
S82p30m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8356823785,24.640874366
S82p30m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8992281653
S82p30m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8127744307,24.6725359404
S82p30m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.9251313705
S82p30m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.6436551808,-0.609437912434
S82p30m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p30m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.1490899038
S82p30m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.2219477602
S82p18p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.858095116,24.658850345
S82p18p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.9134136097
S82p18p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8332671591,24.6894697193
S82p18p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.940345799
S82p18p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.6980421827,-0.609437912434
S82p18p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p18p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.1260516397,25.1635376499
S82p18p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.225692935
S82m4p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7416505752,24.5352380106
S82m4p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.7793808116
S82m4p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7586857298,24.5689685033
S82m4p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.8072445414
S82m4p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.3168102106,-0.609437912434
S82m4p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m4p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.0485506212
S82m4p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.1216126191
S82p40m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.6731051428,24.3847099553
S82p40m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.6333401931
S82p40m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.6398103158,24.4194295698
S82p40m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.663800426
S82p40m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.4429385148,-0.609437912434
S82p40m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p40m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,24.8181985104
S82p40m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,25.880781009
S82p4m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.929409597,24.7371612111
S82p4m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.9892093247
S82p4m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9056236021,24.7687685098
S82p4m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.017457876
S82p4m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.7816609101,-0.609437912434
S82p4m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p4m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.1535593459,25.2304087179
S82p4m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.2964190913
S82m16m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7680630415,24.5968888795
S82m16m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8109052682
S82m16m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7770819366,24.622878278
S82m16m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.8356602391
S82m16m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.5842939973,-0.609437912434
S82m16m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m16m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.020052122,25.1156532661
S82m16m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.1730477176
S82m31m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.816617263,24.4695077088
S82m31m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.6694063939
S82m31m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7772274452,24.5215729687
S82m31m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.7248873393
S82m31m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.5197098436,-0.609437912434
S82m31m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m31m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,24.9232178343
S82m31m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.0243311808
S82p1p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8707307868,24.6685623956
S82p1p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.9239861258
S82p1p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8465345807,24.700611592
S82p1p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.9520126736
S82p1p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.6916088319,-0.609437912434
S82p1p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p1p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.1273561077,25.1723908624
S82p1p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.2436144344
S82m3p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8865124526,24.8152473948
S82m3p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0355720621
S82m3p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8974774083,24.8517754315
S82m3p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0706624314
S82m3p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.8786126932,-0.609437912434
S82m3p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m3p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.4751567648,25.4876190255
S82m3p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.5390663629
S82m36p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7689464104,24.5838894325
S82m36p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.7620487995
S82m36p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7816518787,24.6282926161
S82m36p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.810465201
S82m36p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.5992910211,-0.609437912434
S82m36p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m36p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,24.9788319625,25.1201521331
S82m36p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.2117506745
S82p33m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,25.1243289143,25.0102878665
S82p33m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.263024821
S82p33m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,25.1350662035,25.040141327
S82p33m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.2887513743
S82p33m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,24.0945571106,-0.609437912434
S82p33m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p33m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.5182189734,25.6136227507
S82p33m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.6823204163
S82m21p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9398830831,24.7355097734
S82m21p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.9563996175
S82m21p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9128609851,24.7670008247
S82m21p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.9868079465
S82m21p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.7697450751,-0.609437912434
S82m21p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m21p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.2310407509,25.2910995459
S82m21p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.379357217
S82m33p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7818122294,24.5534647814
S82m33p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.7372011785
S82m33p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.797323205,24.6007441695
S82m33p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.7883841484
S82m33p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.6467345956,-0.609437912434
S82m33p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m33p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.0798849384
S82m33p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.1856298643
S82m3m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9781626119,24.8172096474
S82m3m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0545746304
S82m3m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9900839027,24.8465048886
S82m3m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0801205171
S82m3m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.9233875893,-0.609437912434
S82m3m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m3m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.3221297831,25.3623801081
S82m3m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.4436207183
S82p29p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8430933131,24.608490031
S82p29p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8552380082
S82p29p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8578323243,24.6407512757
S82p29p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.8838533921
S82p29p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.6557365431,-0.609437912434
S82p29p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p29p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.0602670532
S82p29p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.1351196206
S82m31p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,25.1690398665,25.0144669006
S82m31p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.2206253207
S82m31p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,25.1818989222,25.0583649454
S82m31p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.2665713981
S82m31p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,24.052231369,-0.609437912434
S82m31p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m31p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.5757359702,25.646534041
S82m31p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.7584979164
S82p0m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.786079997,24.5473324441
S82p0m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.7804043779
S82p0m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7993297355,24.5786820516
S82p0m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.8091638425
S82p0m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.5909443643,-0.609437912434
S82p0m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p0m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.0142433897
S82p0m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.089910414
S82p26p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8478363995,24.6966702927
S82p26p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.9489068071
S82p26p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8598741105,24.7254709708
S82p26p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.9720458844
S82p26p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.7908033754,-0.609437912434
S82p26p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p26p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.1261318618,25.2163727407
S82p26p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.2592004602
S82p43m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8969208114,24.7315996795
S82p43m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.9896731747
S82p43m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9088292133,24.7607033906
S82p43m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0114615892
S82p43m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.7892758002,-0.609437912434
S82p43m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p43m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.2117731641,25.2521936049
S82p43m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3279021108
S82m15m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.6331923081,24.3871686884
S82m15m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.5958071287
S82m15m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.6464613981,24.4183255682
S82m15m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.6266149841
S82m15m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.4136737619,-0.609437912434
S82m15m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m15m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,24.8926343734
S82m15m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,25.9817120517
S82p36m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,25.0034468837,24.7829301491
S82p36m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0294316517
S82p36m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,25.0189951799,24.8197066203
S82p36m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0619878053
S82p36m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.8059971315,-0.609437912434
S82p36m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p36m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.2471675224
S82p36m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3284520615
S82p32m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.842038496,24.6052805683
S82p32m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8574521962
S82p32m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8124808911,24.6364996382
S82p32m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.8838775218
S82p32m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.5821225412,-0.609437912434
S82p32m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p32m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.0724066475
S82p32m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.1449308058
S82p41m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8150318245,24.5279133666
S82p41m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.7727880924
S82p41m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8316174229,24.5637828399
S82p41m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.8055578287
S82p41m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.4709795607,-0.609437912434
S82p41m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p41m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,24.9402743003
S82p41m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.0075555054
S82m8m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7702543048,24.6883591317
S82m8m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.908377869
S82m8m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7794908996,24.7207488831
S82m8m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.9371289057
S82m8m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.6756802281,-0.609437912434
S82m8m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m8m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.3283489415,25.4042575592
S82m8m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.4538454404
S82m1m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.6094615417,24.4326123878
S82m1m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.6629013204
S82m1m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.6198479744,24.4593928255
S82m1m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.6867833455
S82m1m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.5184378271,-0.609437912434
S82m1m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m1m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,24.8739581732,24.9372213298
S82m1m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,25.9918510703
S82m14m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8199167002,24.6193435327
S82m14m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.848899252
S82m14m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7973140384,24.6525191878
S82m14m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.8790308126
S82m14m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.636612908,-0.609437912434
S82m14m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m14m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.0513516965,25.1412301245
S82m14m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.2150175806
S82m8p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8124217098,24.6076189844
S82m8p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8249296917
S82m8p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7882139975,24.6367200263
S82m8p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.8524115106
S82m8p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.6678222708,-0.609437912434
S82m8p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m8p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.1426205189
S82m8p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.2224836377
S82m11p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8782622034,24.6807118395
S82m11p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8968535931
S82m11p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8537620717,24.7102593848
S82m11p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.924683679
S82m11p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.7431076531,-0.609437912434
S82m11p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m11p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.2161805505
S82m11p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.2972810258
S82m23p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8449135957,24.6805769811
S82m23p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.9004575599
S82m23p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8557669272,24.7132394005
S82m23p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.9323987895
S82m23p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.7290789998,-0.609437912434
S82m23p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m23p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.1473413772,25.2514628531
S82m23p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3241599611
S82p23m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7506753633,24.5539648206
S82p23m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.7999504845
S82p23m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7634964747,24.5847447319
S82p23m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.8263451155
S82p23m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.5439454769,-0.609437912434
S82p23m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p23m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.0528910311
S82p23m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.1218763372
S82p47p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9547400853,24.7543041973
S82p47p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0023706872
S82p47p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9298249252,24.7835260224
S82p47p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0268111413
S82p47p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.8141292501,-0.609437912434
S82p47p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p47p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.2167040125,25.2588000727
S82p47p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.327179296
S82p3m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9548973751,24.7612180375
S82p3m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0076798194
S82p3m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9312775762,24.7909114427
S82p3m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0332146317
S82p3m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.8187976337,-0.609437912434
S82p3m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p3m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.2727918522
S82p3m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3540138412
S82m2m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.626982936,24.4172371785
S82m2m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.6521079329
S82m2m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.6383440751,24.4446750678
S82m2m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.6753564572
S82m2m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.4443200845,-0.609437912434
S82m2m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m2m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,24.9255589134
S82m2m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,25.990344449
